,Air Conditioning,Alarm,Balcony,Bike Paths,Bike room,Bus,Cable,Carpeted Floors,Central Vac,City views,Common Terrace,Concierge,Concrete Building,Corner Unit,Courtyard,Covered,Dishwasher,Disposal,Double garage,Electricity,Elevator,Extra-Wide Doorways,Fenced Backyard,Fire-Pit,Fireplace,Fitness Area,Fridge,Golf Course,Guest Parking,Guest Suite,Hardwood Floors,Heat,Hot-Tub,In-suite Storage,Internet,Internet Access,Jetted Tub/Jacuzzi,Lake,Laminate Floors,Laundry - Coin/Card,Laundry - In Suite,Laundry - Shared,Laundry Hookups,Linoleum Flooring,Luxury Vinyl Plank Flooring,Microwave,Mountain views,On-Site Management,Outdoor,Outdoor Pool,Oven/Stove,Party/Games Room,Patio/Deck,Penthouse Unit,Playground/Park,Pool,Private Entry,Public Library,Rent-to-Own,River,River Views,Sauna,Secure Entry,Shopping Center,Single garage,Skylight,Sports Complex,Steam Room,Storage Lockers,Street,Swimming Pool,Tennis Courts,Theatre,Tile Flooring,Train Access,Underground,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Walk-Out Basement,Walk-Up,Water,Wheelchair Access,Window Coverings,Zero-Step Entrance,acadia_clinic_DRIVING,availability_date,baths,beds,cole_home_TRANSIT,cole_home_WALKING,deposit,description,furnishing,lat,lease_term,listing_url,lon,name,price,sq_feet,sublisting,tiff_home_DRIVING,timestamp,type,unit_name,unit_notes,wildlife_DRIVING
,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,Immediate,2 ba,2 bd,,,$1800,"Located in the vibrant community of Mission, this updated condo provides over 1,000 sq.ft. of renovated/updated living space.  Large Master bedroom with walk-through closet and ensuite bathroom, second bedroom provides space for a queen size bed and 6-drawer dresser, and a second 4-piece bathroom.  The entire unit is tiled with 20"" x 20"" marble-like porcelain tile - super easy to clean and provides a sleek look and feel.  Newer stainless steel kitchen appliances, large kitchen counter with waterfall feature. The Formal dining room offers great space for a six-person dining experience and still have room for a buffet table.  Large living room measures 15'10"" x 14'10"" providing ample space for your favorite furnishings.  Other features include in-suite washer & dryer in laundry room area (not a laundry closet), underground parking stall with storage cage, small park area with lots of greenery in the summer, social room with interior and exterior reading areas + exercise room with free weights (up to 50 lbs dumbbells) and cardio equipment; stationary bike, treadmill, stair climber and more.  Riverscape provides a truly great condo community in an incredibly well managed building.  Call or email to book an appointment to view.",Unfurnished,51.0303327,Negotiable,https://www.rentfaster.ca/394181,-114.06813770000001,Suite 0,$1800.00,1000,0,,2020-03-29 15:30:51.513408,Condo,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,Immediate,2 ba,3 bd,,,$1750,"1040 sq ft Bungalow with double detached garage in the great Community ofAltadore. Walking distance to Safeway, shopping, restaurants, and bars in Marda Loop.Located in a community that is refurbishing the area with infills and duplexes. This is a 3bedroom bungalow with the basement developed located on 50 ft x 126 ft lot. RV parking, garden area, extra parking in front of a garage. Above listed rent is for the full house that includes main floor and basement suite.

Note: This house has 3-bedrooms upstairs and a suite down in the basement. If you are looking to rent separately only an upper portion or a basement suite, please free to contact me also.

UTILITIES NOT INCLUDED.
AWESOME PLACE TO LIVE AND 10 MIN DRIVE TO DOWNTOWN.!

CONTACT FOR VIEWING!!",Unfurnished,51.01635,Short Term,https://www.rentfaster.ca/132495,-114.0985,Suite 0,$1750.00,1040,0,,2020-03-29 15:31:52.066948,House,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,Immediate,2 ba,2 bd,,,$1950,"Stunning Condo in Beltline available for rent immediately!
Large and spacious 2 bedroom condo with over 950 square feet! In-suite washer and dryer, stainless steel kitchen appliances and one of the best layouts and largest sized 2 bedroom units on the floor!
Condo includes easy access to Sunterra (through the building, no more bundling up in layers to get there because there is direct building access to Sunterra and Market Bar)
Gym (weights room and a cardio room,) common room, guest suites, patio and common BBQ available!
Unit is available for immediate occupation.
Heated underground parking stall and storage unit available with the rental.
The unit is walking distance to Victoria Park and City hall LRT, well connected with buses, wine store in the building and easy walking to downtown!
Rent is $1,950 for unfurnished on a monthly rental
Furnished option and short term (furnished only) options are available - please contact for pricing and length of contract required",Unfurnished,51.0414689,Long Term,https://www.rentfaster.ca/405357,-114.0601996,Suite 0,$1950.00,951,0,,2020-03-29 15:32:52.659057,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,"Apr 01, 2020",1.5 ba,2 bd + den,,,$1800,"VIRTUAL TOUR: https://www.urbanmeasure.com/105-328-21-avenue-sw/
2 story townhome. 2 bedrooms + Den, 1.5 baths. Located on the ground floor so you can walk directly into your unit through your own sunny south facing brick deck with gas outlet for BBQ.
Concrete building. Bamboo HDWD floors and ceramic tile on main. Carpet on second floor. Upgraded island kitchen and granite countertops throughout. Main floor gas fireplace 
2 bedroom, fully bath, and a den/living room upstairs. 
Main floor laundry room with Washer & Dryer and full storage closet. 
Live in the heart of Mission. Walk to Downtown / 17th Ave. (Walkers score 93). Transit steps away, and Stampede LRT Station.

VIRTUAL TOUR: https://www.urbanmeasure.com/105-328-21-avenue-sw/

Steps to Bow River Paths, Repsol Centre, Yoga Santosha, Calgary Pilates Studio, One Cycle, Earls tin palace, Anejo, Purple Perk, Mercato, Vin Room, Aida's Lebanese, Original Joe's, Phil + Sebastians & Bin 905.",Unfurnished,51.034447799999995,Long Term,https://www.rentfaster.ca/405925,-114.0703561,Suite 0,$1800.00,1250,0,,2020-03-29 15:33:53.090505,Condo,,,
,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1900,"Welcome to the most luxurious Condo in Downtown Calgary with a VIEW of the  MOUNTAINS and downtown Calgary!!
If you want to be closer to work or plain and simply near the buzzing downtown core, this is the condo you're looking for!
- 21st floor - 2 bedrooms 2 full bathrooms - Unobstructed fabulous Rocky Mountains, city skyline and stampede park view - In-suite laundry - Wrap around Large balcony with natural gas BBQ outlet hookup - Open concept living space with lots of natural light - Building with numerous amenities including hot tub, gym, sauna, games room, Theatre room - 1 underground heated parking stall, Motorcycle spot and separate storage. +18 building
All in proximity of Stampede Park/BMO center, C-train station across the street, shopping, restaurants, 17th ave, and more.
References and proof of employment is required. 
Can be rented furnished or unfurnished. Luxuriously Fully Furnished for $2400/month,  unfurnished for $1900/month.
Come check out this unit, you wont regret it, won't be available for long!
Non smoking, no pets. 
Available immediately.",Furnished,51.0386245,Long Term,https://www.rentfaster.ca/385701,-114.0603557,Suite 0,$1900.00,950,0,,2020-03-29 15:34:53.878858,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$2300,"2 Bedroom, 2 bathroom, 950 interior sqft, 120 exterior sqft





$2,300/month - negotiable





unfurnished (some furniture can be included in rental)





tandem underground parking stall (can fit 2 vehicles)





access to full gym and social lounge with rental





rental term length is also negotiable 





use of storage locker included",Negotiable,51.0418015,Negotiable,https://www.rentfaster.ca/376619,-114.05552079999998,Suite 0,$2300.00,950,0,,2020-03-29 15:35:54.366958,Condo,,,
,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1895,"ADULT ONLY BUILDING
Very clean and available.
Wide open floor plan with upgraded granite countertop and stainless steel kitchen appliances

Home office nook
Corner gas fireplace 
Garden doors leading to west facing balcony
9 foot ceilings
In-suite laundry
Two large bedrooms each with its own ensuite
Underground heated parking
Storage locker
Guest suite available for at the going rate
Alarm hardware (monitored at Tenant's discretion and cost)


Walking distance to Starbucks and Safeway and many other stores and shops
Call David for a viewing at (403) 604-9538
Citysearch Rental Network Inc.
The Lord Denning House
200, 509 - 20 Ave SW, Calgary, AB T2S 0E7
403-777-1770

<a rel=""nofollow"" href=""http://www.citysearchcalgary.com"" target=""_blank"" ><a rel=""nofollow"" href=""http://www.citysearchcalgary.com""  title=""www.citysearchcalgary.com"" target=_blank>www.citysearchcalgary.com</a></a>
<span></span>
<span>""on the ground management, around the globe connections""</span>
Citysearch Rental Network Inc.
The Lord Denning House
200, 509 - 20 Ave SW, Calgary, AB T2S 0E7
403-777-1770

www.citysearchcalgary.com

""on the ground management, around the globe connections""",Unfurnished,51.021159999999995,Long Term,https://www.rentfaster.ca/405443,-114.11128629999999,Suite 0,$1895.00,,0,,2020-03-29 15:37:55.270696,Condo,,,
,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,"May 01, 2020",2 ba,2 bd,,,$2000,"With its amazing location, this condo is in the heart of Mission only steps to the river, a quick walk to downtown, LRT, shopping, restaurants and night life. This is an end unit with North, South and West exposures, allowing natural light to flood this open floorplan. It is a 2 bedroom, 2 bathroom suite, which has been meticulously maintained, since it was renovated. Enjoy stainless steel appliances, that include a gas range, quartz counter top and lots of cupboard space for storage. Speaking of storage, you will find lots within the suite, plus add a storage unit on the parking level. Parking is not an issue here, with your 2 underground titled spots. Come and take a look, you won’t be disappointed!

*Notice Regarding Virtual Showings*

Hope Street is aware that many renters prefer not to visit our properties during the coronavirus crisis, and we have prepared the following youtube virtual tour: 



Additionally, please note that we are happy to provide you with online applications and approvals so you will not be required to meet physically in person until you move in.",Unfurnished,51.0312077,12 months,https://www.rentfaster.ca/349152,-114.064849,Suite 0,$2000.00,1040,0,,2020-03-29 15:38:55.755364,Condo,,,
,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,"Jun 01, 2020",2 ba,2 bd,,,$2000,"Penthouse Apartment with Spectacular City & Mountain Views
This lovely, unfurnished 958 sq. ft TWO Bedroom TWO bathroom Penthouse condo apartment is located on the 17th floor of DRAKE on 17. The urban floor plan boasts floor-to-ceiling windows, modern kitchen with contemporary finish with granite counter-tops. Stainless steel refrigerator and Bosch gas range and dishwasher. Over-height ceiling in the living area for a roomy and expansive feel. The master bedroom with 4-piece en-suite including a bath tub, double vanities, separate shower stall and wet closet which provides ultimate privacy.  In addition you have your own personal balcony off the master bedroom!This penthouse apartment has excellent views of the city and mountains through the L-shape balcony which is equipped with natural gas hook up for BBQ.  Polished white composite stone counter-tops in both bathrooms and water-smart plumbing fixtures in all bathrooms and kitchen. Secured and well-lit underground parkade with storage locker for additional space. Community room for use with lounge and kitchenette.Just off Calgary’s 17th Avenue, Drake is only 5 minutes commute from down-town and a short stroll to London Drugs, Good Earth Coffeehouse, ATCO, National Beerhall and even Lindt Chocolate, should cocoa-based products be one of your vices.  Under a twenty minutes to Safeway and the Elbow River by foot, and only five blocks to the LRT!",Unfurnished,51.0387688,Long Term,https://www.rentfaster.ca/137418,-114.07907890000001,Suite 0,$2000.00,958,0,,2020-03-29 15:39:56.303548,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,"May 01, 2020",2 ba,2 bd,,,$1800,"Unobstructed views to the East side for this 2 bedroom 2 bathroom condo high rise in trendy Alura with walking distance to LRT, shopping, major route with all the amenities of an urban life style. Located on the 20th floor, this corn unit has floor to ceiling (9 foot) with an open living room, and a Morden kitchen with maple cabinets and quartz counter tops. Tile flooring in hallway connects 2 bedrooms with their own bathrooms (one en suite with bathtub and the other full bath has double shower stall). Enjoy handy indoor gym room and heated underground parking.",Unfurnished,51.03957182399101,Long Term,https://www.rentfaster.ca/333892,-114.060832149738,Suite 0,$1800.00,853,0,,2020-03-29 15:40:56.828328,Condo,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"Apr 01, 2020",1.5 ba,3 bd,,,$1800,"This Duplex is located close to 17th avenue, downtown and Marda loop, and has very easy access to Crowchild Trail. 
On the upper level you'll find a bright good sized living room with large windows, a colourful painted floor and a large chalkboard wall. At the back of this level is a kitchen, and a large dining area. The dining room could easily accommodate more than just dining furniture if required. Off the dining room is a large private deck and backyard. This level also has a half bath. 
On the lower level are three bedrooms. The master is at the back and could easily fit a king sized bed. This level also contains a full bathroom and laundry/storage area. The windows in all the bedrooms are large and let in a good amount of light while remaining very private. (to prevent confusion when viewing the photos, note that this level has been used recently as a home office area, but are intented as bedrooms)
There is a quad garage at the back of the property, shared with the 2 suites next door. We own both sides of the duplex, the other side is currently rented.",Unfurnished,51.034400399999996,Negotiable,https://www.rentfaster.ca/405247,-114.11634129999999,Suite 0,$1800.00,,0,,2020-03-29 15:41:57.341427,Duplex,,,
,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"May 01, 2020",3 ba,2 bd + den,,,$1999,"Availability: May 1, 2020
Community: Inglewood Grove


Fully developed 1270sq. ft. townhouse in trendy Inglewood.
Open concept kitchen with island, pantry, and adjacent dining area. This level has sixteen-foot vaulted ceilings, maple floors, and door to patio. 
Large living room with gas fireplace and balcony. There is also a 2 piece powder room on this level. 
Top floor features a computer area/den and two master bedrooms - each with 4 piece ensuite bathroom and a large walk-in closet. 
Finished basement (could be used as an additional bedroom or family room) with storage and laundry area.
Fully furnished! Can also be unfurnished 
Pets can be negotiated (no animals have previously lived here).
Central vacuum and kitchen sweeper.
Single attached garage and driveway parking.
Natural gas barbecue.
Nest thermostat.
Unit backs onto a green space with views of the pond and water feature.
Minutes to restaurants, parks, bike paths, and downtown.



Contact Information
Dan
587.216.1631
dankgibb@gmail.com",Negotiable,51.042479,Negotiable,https://www.rentfaster.ca/117817,-114.01925800000001,Suite 0,$1999.00,1270,0,,2020-03-29 15:42:57.840981,Townhouse,,,
,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$2200,"2 bedroom 2 bathroom condo right on 17th Ave SW, easy to walk to anywhere within the downtown area. Pet friendly once approved. $2000.00 Damage Deposit required. TV and bar stools included within rental.

Please contact me for viewing.
Amy-Marie Holland
403-519-9044",Unfurnished,51.03742570000001,Negotiable,https://www.rentfaster.ca/405178,-114.09577279999999,Suite 0,$2200.00,,0,,2020-03-29 15:43:58.878466,Apartment,,,
,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1900,"Walking distance to Mission, transit line, Repsol Sports Centre & Chinook Centre is this perfectly situated condo in the EXCLUSIVE community of Parkhill. This South-facing unit is appointed with newly installed luxury vinyl planking and sleek 12""x24"" PORCELAIN TILE as well as a MASSIVE balcony. The MODERN kitchen boasts plenty of flat panel cabinetry, quartz counters, STAINLESS STEEL appliances and a large island perfect for entertaining. The MASSIVE South-facing windows are accented with CUSTOM ROLLER BLINDS bring in an enormous amount of natural light. The large master features a closet with built-in & a 4-piece. ensuite with quartz counters and full height tiled shower. The second bedroom is very private and can also be used as an office, baby room, work out room or more storage. Fantastic amenities such as the courtyard with outdoor fireplaces, concrete features and a HEATED TITLED U/G parking make this place easy to call home!!
Furniture included: 70-inch tv, BBQ, patio furniture
WATER and HEAT included in rent
Plenty of unrestricted street parking available in addition to the underground stall.
1 pet allowed, based on condo board approval, pet fee required.
10-minute walk to 39 Ave C-Train station, 12-minute walk to Mission, 20-minute walk to 17th Avenue.
4-minute drive to Chinook Centre. 
Easy access to Macleod Trail, Elbow Drive, Deerfoot Trail & Glenmore Trail
This unit is a must-see!",Unfurnished,51.023011600000004,Long Term,https://www.rentfaster.ca/359727,-114.06428829999999,Suite 0,$1900.00,906 + 206 patio,0,,2020-03-29 15:45:59.895952,Condo,,,
,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Negotiable,2 ba,2 bd,,,$2200,"Live only steps to Fourth street, the Glencoe club, and downtown in this well sized two bedroom, two bath condo in Riverstone. Enjoy a fabulous view of the Elbow river from all rooms. Nicely updated over the years with high end carpet, refaced cabinetry, and stainless steel appliances. Enjoy incredible building amenities such as 24 hour concierge, air conditioning, indoor pool, exercise area, tennis court, party and games rooms, and indoor visitor parking. There is a large storage/laundry area off the kitchen and a huge walk in closet in the master. Included are two tandem indoor parking stalls. Monthly rent is $2200 plus one month security deposit.  Rent includes water, and heat. Electricity, phone, and cable are extra. Longer term tenant preferred. Please contact Derek Davidson with Royal LePage Solutions.",Unfurnished,51.0301295,Long Term,https://www.rentfaster.ca/390737,-114.0698935,Suite 0,$2200.00,1560,0,,2020-03-29 15:47:00.391253,Apartment,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,"Apr 15, 2020",2 ba,3 bd,,,$2200,"Located on a quiet street and steps from Christ Church Park, skating rinks, tennis courts, the Glencoe Club, and Calgary's best Schools. Recent updates include a 2019 roof, upgraded kitchen with stainless appliances, gas stove, play/rec room, and 2019 landscaping. Main level features hardwood floors, formal living/dining with gas fireplace, 2 good sized bedrooms with big windows + closets, & 4 piece bathroom with new finishes. Lower level provides a guest space w/ new bathroom, plenty of storage, and newer washer/dryer.",Unfurnished,51.022493,Negotiable,https://www.rentfaster.ca/404823,-114.08181210000001,Suite 0,$2200.00,1000,0,,2020-03-29 15:48:00.921588,House,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Immediate,2 ba,2 bd + den,,,$2200,"Are you a great renter? 
Do you want a one-year+ lease on a house with ALL costs (even weekly housekeeping and landscaping)* included? 
If so, check out this cosy, well maintained 1.5 storey house in Garrison Woods.  New carpets, new paint, family-friendly neighbours, great garden, double car garage, plus weekly housekeeping and landscaping services. 
Close to LOTS of amenities including DT, schools, public transit, bike pathway system.  Perfectly convenient, bright home in a dream location. 
$2200/month plus DD.  Contact the owner at (403) 690-9583 to discuss. 
This home is currently for sale, but will be removed from the market once rented.  Click here to see the realtor.ca listing.",Unfurnished,51.0136845,Long Term,https://www.rentfaster.ca/405869,-114.1134352,Suite 0,$2200.00,1100,0,,2020-03-29 15:49:01.369018,House,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1900,"Welcome to this perfect inner-city location with fantastic downtown & panoramic mountain views! You’ll love this very bright & open plan that boasts two walls ofwindows, cork flooring, kitchen with granite counters, large island & stainless steel appliances, 2 bedrooms featuring built-in shelving in closets, 2 full baths, 2 balconies, and Air Conditioning.  Also included in rent are 1 underground parking stall & 1 secure storage locker!  Enjoy these amenities right in your complex: gym, hot tub, huge patio area, social room plus plenty of restaurants and shopping nearby!
<p><em><span style=""color: red;"">Professionally Managed by:</span></em><br /><span style=""font-size: 8pt;""><span style=""color: red;""><span style=""color: #000000;""><b>Platinum Property Management Group</b></span></span></span></p>
<p><span style=""font-size: 8pt;""><span style=""color: red;"">A Division of Royal LePage Benchmark</span></span><br /> <span style=""color: red;"">210, 3307 114 Ave SE&nbsp;Calgary, AB T2Z-3X2</span><br /> <span style=""color: red;"">Phone: 403-775-0059</span></p>
<p><em><b><span style=""color: black;"">Click&nbsp;</span></b></em><em><b><span style=""color: black;""><span style=""text-decoration: underline;""><a rel=""nofollow"" href=""https://platinumpmgroup.managebuilding.com/Resident/apps/rentalapp/"" target=""_blank"" >Here</a></span><span>&nbsp;to view our Rental Application to rent one of our properties</span></span></b></em></p>
Professionally Managed by:Platinum Property Management Group
A Division of Royal LePage Benchmark 210, 3307 114 Ave SE Calgary, AB T2Z-3X2 Phone: 403-775-0059
Click Here to view our Rental Application to rent one of our properties",Unfurnished,51.0415675,Long Term,https://www.rentfaster.ca/400857,-114.05955320000001,Suite 0,$1900.00,848,0,,2020-03-29 15:51:02.816658,Condo,,,
,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,"Apr 01, 2020",2 ba,2 bd,,,$1750,"Spacious 2 bed 2 full bath condo available for rent in the trendy, safe neighbourhood of South Calgary. This 1100sq ft unit has just had a complete renovation of the kitchen, bathroom, and fire place, with all brand new stainless- steel appliances. It has 2 balconies (BBQ included), a large master bedroom with ensuite (soaker tub, stand alone shower), good-sized second bedroom, 4 piece guest bath, granite counter tops, and large living area. Included at no charge is heated underground parking and a full storage unit. 
Beautiful views of downtown Calgary from the balcony! This unit is just minutes from both Marda Loop and 17th Ave SW. 

Serious inquiries only, please contact Art Leslie if interested 403-404-3730",Unfurnished,51.0284434,Long Term,https://www.rentfaster.ca/405258,-114.09883719999999,Suite 0,$1750.00,1100,0,,2020-03-29 15:52:03.570028,Condo,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,Negotiable,2 ba,2 bd,,,$2100,"Perfectly located two bedroom, two bathroom.  Less than two blocks from Urban Fare, London Drugs, Canadian Tire, Wine and Coffee shops. Bright and Spacious ground floor unit with 9ft ceilings and a sunny southern exposed front yard.  Private yard off the Master bedroom is perfect for Summertime outdoor living.  Suitable for biking, walking, or public transit anywhere downtown.  Close to fabulous amenties, shops and restaurants.  In-suite Laundry, washer/dryer are brand new.  Living room has custom hardwood shelves that were designed specifically for the space.  Marble counters and Hardwood throughout.  Heated, Secure underground parking stall.",Unfurnished,51.03934279999999,Negotiable,https://www.rentfaster.ca/404449,-114.0804081,Suite 0,$2100.00,1150,0,,2020-03-29 15:53:04.859859,Condo,,,
